歌手名字,歌手ID
李仙姬,125623
孝敏,956382
俞胜恩,792800
秀智,768284
李贞贤,125616
宋智恩,125938
草娥,896726
Cheetah,957145
Punch,1043105
Zia,126173
陆智谭,980100
星,126061
JUNIEL,125548
Oohyo,963562
赵元善,126183
NS允智,125783
Lydia Paek,975583
Wendy,896665
Hari,125416
蔡妍,125230
金宝京,125543
全孝盛,916059
洪真英,125394
美,125751
Suran,1081589
Tiffany Young,126009
Navi,125780
새벽,125674
赵正熙,803054
Wax,126112
孙丹菲,125907
ELSIE,1046181
许嘉允,818432
Yulia,126151
Big Baby Driver,125219
Truedy,1137297
Ali,125183
Stella Jang,1054076
严正花,126096
金喜善,203245
金雅中,125462
李宝蓝,125686
朴慧京,125814
朴宝英,1049016
张娜拉,126174
SUA,1137294
Raina,990078
KittiB,711268
J.ae,125475
Hello Gayoung,905373
Luna,789120
率智,1079155
Sandara Park,125908
Solar,1081079
歌手名字,歌手ID
BIGBANG,126339
EXO,759509
BTS (防弹少年团),783124
T-ara,127815
少女时代,126793
f(x),127043
少女时代-TaeTiSeo,159879
iKON,1011143
2NE1,128177
EXID,126721
GOT7,881021
