歌手名字,歌手ID
Apink,126277
CNBLUE,126524
AOA,126312
Beast,126377
Epik High,126682
Leessang,127089
Infinite,126982
Sistar,127672
Super Junior,127587
东方神起,126614
GD&TOP,126841
WINNER,976163
hyukoh,1054167
SHINee,127582
Girl's Day,126828
GD X TAEYANG,1032279
乐童音乐家,758041
4MINUTE,128176
DAViCHi,126592
Red Velvet,976157
2PM,128182
Trouble Maker,161330
miss A,127210
VIXX,128016
B.A.P,126438
EXO-K,126722
Kara,127055
B1A4,126409
TWICE,1161043
BTOB,126454
Wonder Girls,128048
Nine Muses,127337
Brown Eyed Girls,126327
Turbo,127810
GFRIEND,1046043
After School,126236
Crayon Pop,126581
Dynamic Duo,126610
Lovelyz,1026002
FTISLAND,126737
Teen Top,127873
Standing Egg,127686
Mamamoo,868006
Nell,127311
Hello Venus,126944
Block B,126408
Stellar,127714
神话,127584
JYJ,159051
SUPER JUNIOR-D&E(东海&银赫),896940
高耀太,126797
FIESTAR,126783
MONSTA X,1070068
Rainbow,127524
December,126631
BaeChiGi,126365
Secret,127646
High4,905037
Vanilla Acoustic,127994
Brown Eyed Soul,126340
DAY6,1146052
Noel,128038
2AM,128178
Urban Zakapa,127958
BOYFRIEND,126412
10cm,128195
As One,126243
Orange Caramel,127388
2Lson,128142
SPICA,127734
WABLE,1192133
god,126789
Sweden Laundry,711257
Apnea,126301
Ukulele Picnic,127962
The Seeya,787167
JinuSean,126991
帝国的孩子们,128154
Sunny Hill,127593
SG Wannabe,162024
野菊花,128245
Acoustic Collabo,126270
Every Single Day,126689
SEVENTEEN,1080132
VIXX LR,1132338
SPEED,127739
B.I&BOBBY,1181498
J Rabbit,127019
Sistar19,127709
